0,30,30
1,30,29
2,30,29
3,30,29
4,30,29
5,30,29
6,31,29
7,31,29
8,31,29
9,31,29
10,31,29
11,31,29
12,32,29
13,32,29
14,32,29
15,32,29
16,32,29
17,32,29
18,33,29
19,33,29
20,33,29
21,33,29
22,33,29
23,33,29
24,34,29
25,34,29
26,34,28
27,34,28
28,34,28
29,34,28
30,35,28
31,35,28
32,35,28
33,35,28
34,35,28
35,35,28
36,35,28
37,36,27
38,36,27
39,36,27
40,36,27
41,36,27
42,36,27
43,36,27
44,36,27
45,37,27
46,37,26
47,37,26
48,37,26
49,37,26
50,37,26
51,37,26
52,37,26
53,37,26
54,38,25
55,38,25
56,38,25
57,38,25
58,38,25
59,38,25
60,38,25
61,38,24
62,38,24
63,38,24
64,38,24
65,39,24
66,39,24
67,39,23
68,39,23
69,39,23
70,39,23
71,39,23
72,39,23
73,39,22
74,39,22
75,39,22
76,39,22
77,39,22
78,39,22
79,39,21
80,39,21
81,39,21
82,39,21
83,39,21
84,39,21
85,39,20
86,39,20
87,39,20
88,39,20
89,39,20
90,40,20
91,39,19
92,39,19
93,39,19
94,39,18
95,39,18
96,39,18
97,39,18
98,39,17
99,39,17
100,39,17
101,39,17
102,39,16
103,39,16
104,39,16
105,39,16
106,39,15
107,39,15
108,39,15
109,39,15
110,39,14
111,39,14
112,38,14
113,38,14
114,38,13
115,38,13
116,38,13
117,38,13
118,38,12
119,38,12
120,37,12
121,37,12
122,37,12
123,37,11
124,37,11
125,37,11
126,37,11
127,36,10
128,36,10
129,36,10
130,36,10
131,36,10
132,36,9
133,35,9
134,35,9
135,35,9
136,35,9
137,35,9
138,35,8
139,34,8
140,34,8
141,34,8
142,34,8
143,34,8
144,33,7
145,33,7
146,33,7
147,33,7
148,32,7
149,32,7
150,32,7
151,32,6
152,32,6
153,31,6
154,31,6
155,31,6
156,31,6
157,30,6
158,30,6
159,30,5
160,30,5
161,29,5
162,29,5
163,29,5
164,29,5
165,28,5
166,28,5
167,28,5
168,28,5
169,27,5
170,27,5
171,27,5
172,27,5
173,26,5
174,26,5
175,26,5
176,26,5
177,25,5
178,25,5
179,25,5
180,25,-5
181,24,-4
182,24,-4
183,23,-4
184,23,-4
185,22,-4
186,22,-4
187,21,-4
188,21,-4
189,21,-4
190,20,-4
191,20,-4
192,19,-4
193,19,-4
194,18,-4
195,18,-4
196,18,-4
197,17,-3
198,17,-3
199,16,-3
200,16,-3
201,16,-3
202,15,-3
203,15,-3
204,14,-2
205,14,-2
206,14,-2
207,13,-2
208,13,-2
209,12,-1
210,12,-1
211,12,-1
212,11,-1
213,11,-0
214,11,-0
215,10,-0
216,10,-0
217,9,0
218,9,0
219,9,0
220,8,0
221,8,1
222,8,1
223,7,1
224,7,2
225,7,2
226,7,2
227,6,2
228,6,3
229,6,3
230,5,3
231,5,4
232,5,4
233,5,4
234,4,5
235,4,5
236,4,6
237,4,6
238,3,6
239,3,7
240,3,7
241,3,7
242,2,8
243,2,8
244,2,9
245,2,9
246,2,9
247,1,10
248,1,10
249,1,11
250,1,11
251,1,11
252,1,12
253,1,12
254,0,13
255,0,13
256,0,13
257,0,14
258,0,14
259,0,15
260,0,15
261,0,16
262,0,16
263,0,16
264,0,17
265,0,17
266,0,18
267,0,18
268,0,19
269,0,19
270,0,20
271,0,20
272,0,21
273,0,21
274,0,22
275,0,22
276,0,23
277,0,23
278,0,24
279,0,24
280,0,25
281,0,25
282,0,26
283,0,26
284,0,27
285,1,27
286,1,28
287,1,28
288,1,29
289,1,29
290,1,30
291,1,30
292,2,31
293,2,31
294,2,32
295,2,32
296,3,33
297,3,33
298,3,34
299,3,34
300,4,34
301,4,35
302,4,35
303,4,36
304,5,36
305,5,37
306,5,37
307,6,38
308,6,38
309,6,38
310,7,39
311,7,39
312,7,40
313,8,40
314,8,40
315,8,41
316,9,41
317,9,41
318,9,42
319,10,42
320,10,42
321,11,43
322,11,43
323,11,43
324,12,44
325,12,44
326,13,44
327,13,45
328,14,45
329,14,45
330,15,45
331,15,46
332,15,46
333,16,46
334,16,46
335,17,47
336,17,47
337,18,47
338,18,47
339,19,48
340,19,48
341,20,48
342,20,48
343,21,48
344,21,48
345,22,48
346,22,49
347,23,49
348,23,49
349,24,49
350,24,49
351,25,49
352,25,49
353,26,49
354,26,49
355,27,49
356,27,49
357,28,49
358,28,49
359,29,49


