30,30
30,29
30,29
30,29
30,29
30,29
31,29
31,29
31,29
31,29
31,29
31,29
32,29
32,29
32,29
32,29
32,29
32,29
33,29
33,29
33,29
33,29
33,29
33,29
34,29
34,29
34,28
34,28
34,28
34,28
35,28
35,28
35,28
35,28
35,28
35,28
35,28
36,27
36,27
36,27
36,27
36,27
36,27
36,27
36,27
37,27
37,26
37,26
37,26
37,26
37,26
37,26
37,26
37,26
38,25
38,25
38,25
38,25
38,25
38,25
38,25
38,24
38,24
38,24
38,24
39,24
39,24
39,23
39,23
39,23
39,23
39,23
39,23
39,22
39,22
39,22
39,22
39,22
39,22
39,21
39,21
39,21
39,21
39,21
39,21
39,20
39,20
39,20
39,20
39,20
40,20
39,19
39,19
39,19
39,18
39,18
39,18
39,18
39,17
39,17
39,17
39,17
39,16
39,16
39,16
39,16
39,15
39,15
39,15
39,15
39,14
39,14
38,14
38,14
38,13
38,13
38,13
38,13
38,12
38,12
37,12
37,12
37,12
37,11
37,11
37,11
37,11
36,10
36,10
36,10
36,10
36,10
36,9
35,9
35,9
35,9
35,9
35,9
35,8
34,8
34,8
34,8
34,8
34,8
33,7
33,7
33,7
33,7
32,7
32,7
32,7
32,6
32,6
31,6
31,6
31,6
31,6
30,6
30,6
30,5
30,5
29,5
29,5
29,5
29,5
28,5
28,5
28,5
28,5
27,5
27,5
27,5
27,5
26,5
26,5
26,5
26,5
25,5
25,5
25,5
25,5
24,5
24,5
23,5
23,5
23,5
22,5
22,5
22,5
21,5
21,5
21,5
20,5
20,5
20,5
19,5
19,5
19,5
18,5
18,6
18,6
17,6
17,6
17,6
16,6
16,6
16,7
15,7
15,7
15,7
15,7
14,7
14,8
14,8
13,8
13,8
13,8
12,9
12,9
12,9
12,9
11,9
11,10
11,10
11,10
10,10
10,11
10,11
10,11
9,11
9,12
9,12
9,12
9,12
8,13
8,13
8,13
8,14
8,14
7,14
7,15
7,15
7,15
7,15
7,16
6,16
6,16
6,17
6,17
6,17
6,18
6,18
5,18
5,19
5,19
5,19
5,20
5,20
5,20
5,21
5,21
5,21
5,22
5,22
5,22
5,23
5,23
5,23
5,24
5,24
5,25
5,25
5,25
5,26
5,26
5,27
5,27
5,28
5,28
5,28
5,29
5,29
5,30
5,30
5,31
5,31
5,31
6,32
6,32
6,33
6,33
6,33
6,34
6,34
7,35
7,35
7,35
7,36
7,36
8,37
8,37
8,37
8,38
9,38
9,38
9,39
9,39
10,40
10,40
10,40
10,41
11,41
11,41
11,42
12,42
12,42
12,42
12,43
13,43
13,43
13,44
14,44
14,44
14,44
15,45
15,45
16,45
16,45
16,46
17,46
17,46
17,46
18,47
18,47
19,47
19,47
19,47
20,48
20,48
21,48
21,48
21,48
22,48
22,48
23,49
23,49
23,49
24,49
24,49
25,49
25,49
26,49
26,49
26,49
27,49
27,49
28,49
28,49
29,49
29,49
30,50
30,49
31,49
31,49
32,49
32,49
33,49
33,49
34,49
34,49
35,49
35,49
36,49
36,49
37,49
37,48
38,48
38,48
39,48
39,48
40,48
40,48
41,47
41,47
42,47
42,47
43,46
43,46
44,46
44,46
45,45
45,45
45,45
46,45
46,44
47,44
47,44
48,43
48,43
48,43
49,42
49,42
50,42
50,41
50,41
51,41
51,40
51,40
52,40
52,39
52,39
53,38
53,38
53,38
54,37
54,37
54,36
55,36
55,35
55,35
55,34
56,34
56,34
56,33
56,33
57,32
57,32
57,31
57,31
58,30
58,30
58,29
58,29
58,28
58,28
58,27
59,27
59,26
59,26
59,25
59,25
59,24
59,24
59,23
59,23
59,22
59,22
59,21
59,21
59,20
59,19
59,19
59,18
59,18
59,17
59,16
59,16
59,15
59,15
59,14
59,13
59,13
59,12
59,12
58,11
58,10
58,10
58,9
58,9
58,8
57,8
57,7
57,6
57,6
56,5
56,5
56,4
56,4
55,3
55,3
55,2
55,1
54,1
54,0
54,0
53,-0
53,-0
52,-1
52,-1
52,-2
51,-2
51,-2
51,-3
50,-3
50,-4
49,-4
49,-5
48,-5
48,-6
47,-6
47,-6
47,-7
46,-7
46,-7
45,-8
45,-8
44,-9
44,-9
43,-9
43,-10
42,-10
41,-10
41,-10
40,-11
40,-11
39,-11
39,-11
38,-12
38,-12
37,-12
36,-12
36,-13
35,-13
35,-13
34,-13
34,-13
33,-13
32,-14
32,-14
31,-14
31,-14
30,-14
29,-14
29,-14
28,-14
28,-14
27,-14
26,-14
26,-14
25,-14
25,-15
24,-14
23,-14
22,-14
22,-14
21,-14
20,-14
20,-14
19,-14
18,-14
18,-14
17,-14
16,-14
16,-13
15,-13
14,-13
13,-13
13,-13
12,-13
11,-12
11,-12
10,-12
10,-12
9,-11
8,-11
8,-11
7,-10
6,-10
6,-10
5,-9
5,-9
4,-9
3,-8
3,-8
2,-8
2,-7
1,-7
0,-6
0,-6
-0,-6
-0,-5
-1,-5
-1,-4
-2,-4
-2,-3
-3,-3
-3,-2
-4,-2
-4,-1
-5,-1
